LAT,LON,SPEED,DESTINATION,FLAG,SHIPNAME,SHIP_ID,DATETIME,PORT,ship_type,is_parked,Date_Tm_lag1_sec,Dist_mt,Dist_lag1_mt
59.87067,30.2115,6,ST.PETERSBURG,LR,. PRINCE OF WAVES,757619,2016-12-14T10:53:04Z,st_petersburg,Cargo,0,1,3.0864,-364.1952
59.86983,30.21433,27,ST.PETERSBURG,LR,. PRINCE OF WAVES,757619,2016-12-14T10:55:04Z,st_petersburg,Cargo,0,120,1666.656,1663.5696
59.91917,30.01335,112,PLGDY,LR,AALDERDIJK,754856,2016-12-20T08:53:04Z,st_petersburg,Cargo,0,1,57.6128,-6798.3104
59.92161,30.00061,115,PLGDY,LR,AALDERDIJK,754856,2016-12-20T08:55:03Z,st_petersburg,Cargo,0,119,7039.564,6981.9512
59.91868,30.0154,86,ST PETERSBURG VIANOK,LR,AALDERDIJK,754856,2016-12-18T14:33:05Z,st_petersburg,Cargo,0,1,44.2384,-5264.3696
59.91868,30.0154,86,ST PETERSBURG VIANOK,LR,AALDERDIJK,754856,2016-12-18T14:35:03Z,st_petersburg,Cargo,0,118,5220.1312,5175.8928
55.69159,21.13165,19,KLEIPEDA,NL,ADAMAS,270507,2016-12-13T18:51:06Z,klaipeda,Cargo,0,240,2345.664,-3148.128
55.69343,21.13272,42,KLEIPEDA,NL,ADAMAS,270507,2016-12-14T21:39:06Z,klaipeda,Cargo,0,96480,2084431.104,2082085.44
55.73021,21.02118,93,NEW PORT,NL,ADAMAS,270507,2016-12-14T22:15:06Z,klaipeda,Cargo,0,119,5692.8648,-95.6784
55.73073,20.99853,97,NEW PORT,NL,ADAMAS,270507,2016-12-14T22:17:06Z,klaipeda,Cargo,0,120,5987.616,294.7512
59.90572,30.08003,77,ISKENDERUN,PA,ADASTRA,732836,2016-12-20T10:17:04Z,st_petersburg,Cargo,0,0,0,-9545.7208
59.91283,30.04498,84,ISKENDERUN,PA,ADASTRA,732836,2016-12-20T10:25:03Z,st_petersburg,Cargo,0,479,20697.3984,20697.3984
59.90921,30.0621,101,ST.PETERSBURG,PA,ADASTRA,732836,2016-12-15T03:55:04Z,st_petersburg,Cargo,0,1,51.9544,-6130.6192
59.90705,30.07277,104,ST.PETERSBURG,PA,ADASTRA,732836,2016-12-15T03:57:04Z,st_petersburg,Cargo,0,120,6419.712,6367.7576
55.72617,21.08768,85,KLAIPEDA,AG,ADELE,359306,2016-12-15T05:19:06Z,klaipeda,Cargo,0,120,5246.88,370.368
55.7167,21.10772,85,KLAIPEDA,AG,ADELE,359306,2016-12-15T05:25:07Z,klaipeda,Cargo,0,361,15784.364,10537.484
55.7147,21.11265,66,PAPENBUG,AG,ADELE,359306,2016-12-16T03:35:06Z,klaipeda,Cargo,0,119,4040.0976,254.1136
55.72492,21.09487,51,PAPENBUG,AG,ADELE,359306,2016-12-16T03:43:07Z,klaipeda,Cargo,0,481,12618.7464,8578.6488
57.68184,11.82367,139,GAEVLE,GB,ADELINA D,188914,2016-12-15T15:53:08Z,gothenborg,Cargo,0,3,214.5048,-8151.1824
57.679,11.81,141,GAEVLE,GB,ADELINA D,188914,2016-12-15T15:55:06Z,gothenborg,Cargo,0,118,8558.5872,8344.0824
57.675,11.80167,126,GOTHENBORG,GB,ADELINA D,188914,2016-12-15T05:53:10Z,gothenborg,Cargo,0,3,194.4432,-7712.9136
57.67883,11.81283,97,GOTHENBORG,GB,ADELINA D,188914,2016-12-15T05:55:05Z,gothenborg,Cargo,0,115,5738.132,5543.6888
55.72964,21.01896,69,LT KLJ,HK,AFRICAN CENDANA,687849,2016-12-17T08:39:06Z,klaipeda,Cargo,0,120,4259.232,185.184
55.72916,21.0291,92,LT KLJ,HK,AFRICAN CENDANA,687849,2016-12-17T08:41:06Z,klaipeda,Cargo,0,120,5678.976,1419.744
55.72477,20.89478,121,CASABLANSA,BS,AFRICAN GROUSE,3610791,2016-12-19T22:17:05Z,klaipeda,Cargo,0,119,7406.8456,-62.2424
55.72526,20.88114,122,CASABLANSA,BS,AFRICAN GROUSE,3610791,2016-12-19T22:19:15Z,klaipeda,Cargo,0,130,8158.384,751.5384
54.68922,20.20333,1,KALININGRAD,BS,AFRICAN GROUSE,3610791,2016-12-14T10:51:02Z,kalingrad,Cargo,1,120,61.728,0.5144
54.68925,20.20333,1,KALININGRAD,BS,AFRICAN GROUSE,3610791,2016-12-14T10:57:02Z,kalingrad,Cargo,1,360,185.184,123.456
55.11497,19.95943,120,KLAIPDA,BS,AFRICAN GROUSE,3610791,2016-12-16T19:15:03Z,kalingrad,Cargo,0,121,7469.088,61.728
55.73736,20.80092,84,KLAIPDA,BS,AFRICAN GROUSE,3610791,2016-12-17T02:35:06Z,klaipeda,Cargo,0,26403,1140863.069,1133393.981
54.68844,20.21525,1,RU KGD,LR,AFRICAN MAGNOLIA,3711215,2016-12-17T13:27:02Z,kalingrad,Cargo,1,240,123.456,123.456
54.68829,20.21381,12,RU KGD,LR,AFRICAN MAGNOLIA,3711215,2016-12-17T13:31:02Z,kalingrad,Cargo,0,240,1481.472,1358.016
54.36948,18.665,41,GDANSK,DK,AGNETHE ARCTICA,4003834,2016-12-18T10:31:01Z,gdansk,Cargo,0,119,2509.7576,40.6376
54.36469,18.66545,39,GDANSK,DK,AGNETHE ARCTICA,4003834,2016-12-18T10:35:02Z,gdansk,Cargo,0,241,4834.8456,2325.088
55.72784,21.08161,65,LT KLJ,VC,AGOT,377957,2016-12-20T06:27:07Z,klaipeda,Cargo,0,120,4012.32,402.2608
55.7237,21.09678,65,LT KLJ,VC,AGOT,377957,2016-12-20T06:33:06Z,klaipeda,Cargo,0,359,12003.524,7991.204
54.46332,18.9992,136,BALTIYSK,PT,AKACIA,300096,2016-12-16T08:11:02Z,gdansk,Cargo,0,120,8395.008,123.456
54.66873,19.80998,30,BALTIYSK,PT,AKACIA,300096,2016-12-16T11:41:02Z,kalingrad,Cargo,0,12600,194443.2,186048.192
54.72871,18.99964,107,GDANSK VIA NOK,PT,AKACIA,300096,2016-12-15T09:01:01Z,gdansk,Cargo,0,119,6549.8552,-55.0408
54.51541,18.99988,107,GDANSK VIA NOK,PT,AKACIA,300096,2016-12-15T10:19:02Z,gdansk,Cargo,0,4681,257645.9848,251096.1296
54.63412,19.91899,1,RIGA,PT,AKACIA,300096,2016-12-17T10:01:02Z,kalingrad,Cargo,1,120,61.728,0.5144
54.63312,19.9171,192,RIGA,PT,AKACIA,300096,2016-12-17T10:03:03Z,kalingrad,Cargo,0,121,11950.5408,11888.8128
54.66441,19.80547,42,RUKGD,LR,AKERDIJK,755306,2016-12-20T10:45:03Z,kalingrad,Cargo,0,121,2614.1808,
54.66037,19.82841,50,RUKGD,LR,AKERDIJK,755306,2016-12-20T10:57:02Z,kalingrad,Cargo,0,719,18492.68,15878.4992
55.68933,21.13117,74,LTKLJ VIA KLC,PT,ALANA,3569217,2016-12-18T17:45:06Z,klaipeda,Cargo,0,120,4567.872,160.4928
55.68133,21.1365,72,LTKLJ VIA KLC,PT,ALANA,3569217,2016-12-18T17:49:06Z,klaipeda,Cargo,0,240,8888.832,4320.96
55.64917,21.15808,55,LVRIX,PT,ALANA,3569217,2016-12-19T08:53:06Z,klaipeda,Cargo,0,120,3395.04,1296.288
55.65567,21.15283,63,LVRIX,PT,ALANA,3569217,2016-12-19T08:57:06Z,klaipeda,Cargo,0,240,7777.728,4382.688
54.66463,19.82511,102,GDANSK,NL,ALANA EVITA,268459,2016-12-17T16:43:03Z,kalingrad,Cargo,0,121,6348.7248,104.9376
54.5491,18.98915,101,GDANSK,NL,ALANA EVITA,268459,2016-12-17T19:45:01Z,gdansk,Cargo,0,10918,567238.1392,560889.4144
54.63267,19.8987,92,KALININGRAD,NL,ALANA EVITA,268459,2016-12-16T01:31:03Z,kalingrad,Cargo,0,120,5678.976,-234.052
54.63326,19.92901,87,KALININGRAD,NL,ALANA EVITA,268459,2016-12-16T01:39:03Z,kalingrad,Cargo,0,480,21481.344,15802.368
54.53,18.75139,164,BREMERHAVEN VIA NOK,AG,ALEXANDER B,365485,2016-12-16T02:25:07Z,gdynia,Cargo,0,5,421.808,-9279.776
54.52998,18.76708,165,BREMERHAVEN VIA NOK,AG,ALEXANDER B,365485,2016-12-16T02:27:02Z,gdansk,Cargo,0,115,9760.74,9338.932
54.53768,18.79168,166,GDYNIA,AG,ALEXANDER B,365485,2016-12-14T11:47:07Z,gdynia,Cargo,0,5,426.952,-9819.896
54.53403,18.77749,161,GDYNIA,AG,ALEXANDER B,365485,2016-12-14T11:49:02Z,gdansk,Cargo,0,115,9524.116,9097.164
59.90708,30.07292,103,"ISKENDERUN,TURKEY",LR,ALLEGRA,755491,2016-12-16T21:37:06Z,st_petersburg,Cargo,0,2,105.9664,-6146.0512
59.90941,30.06115,105,"ISKENDERUN,TURKEY",LR,ALLEGRA,755491,2016-12-16T21:39:05Z,st_petersburg,Cargo,0,119,6427.428,6321.4616
59.88488,30.20415,0,"ST.PETERSBURG,RUSSIA",LR,ALLEGRA,755491,2016-12-14T22:55:04Z,st_petersburg,Cargo,1,1,0,0
59.88392,30.20605,11,"ST.PETERSBURG,RUSSIA",LR,ALLEGRA,755491,2016-12-14T22:57:03Z,st_petersburg,Cargo,0,119,673.3496,673.3496
59.91515,30.03317,97,SAN PETERSBURG,CL,ALMENDRO,463311,2016-12-18T15:15:04Z,st_petersburg,Cargo,0,1,49.8968,-5887.8224
59.91412,30.0382,99,SAN PETERSBURG,CL,ALMENDRO,463311,2016-12-18T15:17:04Z,st_petersburg,Cargo,0,120,6111.072,6061.1752
57.92352,11.62308,77,DKCPH,DK,AMANDA,153800,2016-12-19T15:09:04Z,gothenborg,Cargo,0,119,4713.4472,-163.0648
57.92173,11.61167,77,DKCPH,DK,AMANDA,153800,2016-12-19T15:11:12Z,gothenborg,Cargo,0,128,5069.9264,356.4792
57.92627,11.65342,90,SE UDO,DK,AMANDA,153800,2016-12-18T14:49:05Z,gothenborg,Cargo,0,119,5509.224,-30.3496
57.92827,11.66202,92,SE UDO,DK,AMANDA,153800,2016-12-18T14:51:05Z,gothenborg,Cargo,0,120,5678.976,169.752
57.60257,11.78822,33,Blanks,SE,AMANDA,323355,2016-12-15T13:15:06Z,gothenborg,Cargo,0,121,2053.9992,2053.9992
57.60223,11.78932,58,Blanks,SE,AMANDA,323355,2016-12-19T06:11:05Z,gothenborg,Cargo,0,320159,9552007.797,9549953.798
55.70912,21.12077,1,KLAIPEDA,KN,AMATHUS,403087,2016-12-16T06:23:06Z,klaipeda,Cargo,1,117,60.1848,-3.0864
55.70912,21.12077,1,KLAIPEDA,KN,AMATHUS,403087,2016-12-16T07:27:06Z,klaipeda,Cargo,1,3840,1975.296,1915.1112
55.17667,19.8835,143,BALTIYSK<->UST-LUGA,RU,AMBAL,348527,2016-12-16T07:03:03Z,kalingrad,Cargo,0,121,8900.6632,147.1184
55.176,19.87267,137,BALTIYSK<->UST-LUGA,RU,AMBAL,348527,2016-12-20T01:21:04Z,kalingrad,Cargo,0,325081,22909368.3,22900467.63
54.65795,19.84142,76,KALININGRAD,AG,AMBER SPIRIT,205458,2016-12-19T15:15:03Z,kalingrad,Cargo,0,121,4730.4224,63.7856
54.63288,19.89483,93,KALININGRAD,AG,AMBER SPIRIT,205458,2016-12-19T15:33:03Z,kalingrad,Cargo,0,1080,51666.336,46935.9136
54.633,19.89367,83,KALININGRAD,NL,AMELAND,270056,2016-12-18T13:17:02Z,kalingrad,Cargo,0,120,5123.424,0
54.64067,20.02383,91,KALININGRAD,NL,AMELAND,270056,2016-12-18T13:43:03Z,kalingrad,Cargo,0,1561,73071.0344,67947.6104
54.68583,20.22533,70,TORNIO,NL,AMELAND,270056,2016-12-19T21:37:03Z,kalingrad,Cargo,0,120,4320.96,0
54.68683,20.18367,70,TORNIO,NL,AMELAND,270056,2016-12-19T21:49:11Z,kalingrad,Cargo,0,728,26213.824,21892.864
54.63272,19.89502,68,KGD VIA NOK,LR,AMERDIJK,754855,2016-12-13T18:37:03Z,kalingrad,Cargo,0,120,4197.504,0
54.655,19.8496,136,KGD VIA NOK,LR,AMERDIJK,754855,2016-12-13T18:39:03Z,kalingrad,Cargo,0,120,8395.008,4197.504
57.9162,11.63816,120,UDDEVALLA,BS,ANDALUCIA STAR,375298,2016-12-14T22:55:05Z,gothenborg,Cargo,0,119,7345.632,-61.728
57.93881,11.68675,142,UDDEVALLA,BS,ANDALUCIA STAR,375298,2016-12-14T22:57:05Z,gothenborg,Cargo,0,120,8765.376,1419.744
55.66215,21.14948,1,HARGSHAMN,AG,ANETTA,365762,2016-12-17T05:49:06Z,klaipeda,Cargo,1,120,61.728,0
55.65981,21.15021,35,HARGSHAMN,AG,ANETTA,365762,2016-12-17T10:53:06Z,klaipeda,Cargo,0,18240,328392.96,328331.232
55.72345,21.09704,81,KLAIPEDA,AG,ANETTA,365762,2016-12-16T11:35:08Z,klaipeda,Cargo,0,122,5083.3008,700.6128
55.71627,21.10859,82,KLAIPEDA,AG,ANETTA,365762,2016-12-16T11:39:07Z,klaipeda,Cargo,0,239,10081.2112,4997.9104
54.45223,18.67967,71,GDANSK,DK,ANGLIA SEAWAYS,156758,2016-12-20T05:09:15Z,gdynia,Cargo,0,5,182.612,-4346.1656
54.4483,18.67498,85,GDANSK,DK,ANGLIA SEAWAYS,156758,2016-12-20T05:11:02Z,gdansk,Cargo,0,107,4678.468,4495.856
55.73095,21.02208,39,KLAIPEDA,MT,ANGORA,3062,2016-12-16T17:39:06Z,klaipeda,Cargo,0,119,2387.3304,-40.1232
55.72945,21.03547,80,KLAIPEDA,MT,ANGORA,3062,2016-12-16T17:41:06Z,klaipeda,Cargo,0,120,4938.24,2550.9096
57.67867,11.8105,147,NLRTM,PT,ANINA,188849,2016-12-15T00:15:08Z,gothenborg,Cargo,0,2,151.2336,-8695.932
57.6735,11.79783,150,NLRTM,PT,ANINA,188849,2016-12-15T00:17:05Z,gothenborg,Cargo,0,117,9027.72,8876.4864
57.6885,11.8555,1,SEGOT,PT,ANINA,188849,2016-12-14T02:29:07Z,gothenborg,Cargo,1,2,1.0288,-59.156
57.6885,11.8555,1,SEGOT,PT,ANINA,188849,2016-12-14T10:09:05Z,gothenborg,Cargo,1,27598,14196.4112,14195.3824
57.99029,11.70783,83,ANTWERP,NL,ANJELIERSGRACHT,245589,2016-12-16T10:25:06Z,gothenborg,Cargo,0,121,5166.1192,
57.98547,11.70919,99,ANTWERP,NL,ANJELIERSGRACHT,245589,2016-12-16T10:27:05Z,gothenborg,Cargo,0,119,6060.1464,894.0272
57.96212,11.71446,95,WALLHAMN,NL,ANJELIERSGRACHT,245589,2016-12-14T11:31:05Z,gothenborg,Cargo,0,120,5864.16,-493.824
57.96741,11.71362,97,WALLHAMN,NL,ANJELIERSGRACHT,245589,2016-12-14T11:33:06Z,gothenborg,Cargo,0,121,6037.5128,173.3528
57.6775,11.80683,141,DKAAR,PT,ANNAMARIE,300161,2016-12-15T21:31:08Z,gothenborg,Cargo,0,3,217.5912,-8268.4656
57.67216,11.79533,148,DKAAR,PT,ANNAMARIE,300161,2016-12-15T21:33:06Z,gothenborg,Cargo,0,118,8983.4816,8765.8904
57.6785,11.811,115,SEGOT,PT,ANNAMARIE,300161,2016-12-15T07:01:08Z,gothenborg,Cargo,0,3,177.468,-6921.252
57.68083,11.8205,98,SEGOT,PT,ANNAMARIE,300161,2016-12-15T07:03:05Z,gothenborg,Cargo,0,117,5898.1104,5720.6424
54.7311,18.99907,146,PL GDN,SG,APL MERLION,726008,2016-12-19T18:01:02Z,gdansk,Cargo,0,120,9012.288,-137.3448
54.51431,18.99619,96,PL GDN,SG,APL MERLION,726008,2016-12-19T19:13:01Z,gdansk,Cargo,0,4319,213282.5856,204270.2976
55.71422,21.1113,72,BRAKE,GI,ARA ROTTERDAM,206635,2016-12-16T09:05:06Z,klaipeda,Cargo,0,120,4444.416,0
55.72139,21.10392,69,BRAKE,GI,ARA ROTTERDAM,206635,2016-12-16T09:09:06Z,klaipeda,Cargo,0,240,8518.464,4074.048
54.69992,20.47608,0,KALININGRAD,GI,ARA ROTTERDAM,206635,2016-12-14T02:29:03Z,kalingrad,Cargo,1,121,0,0
54.69992,20.47607,0,KALININGRAD,GI,ARA ROTTERDAM,206635,2016-12-14T02:47:02Z,kalingrad,Cargo,1,1079,0,0
55.00592,19.83046,100,KLAIPEDA,GI,ARA ROTTERDAM,206635,2016-12-14T17:41:02Z,kalingrad,Cargo,0,119,6121.36,-51.44
55.61112,20.80787,116,KLAIPEDA,GI,ARA ROTTERDAM,206635,2016-12-14T19:23:06Z,klaipeda,Cargo,0,6124,365421.5296,359300.1696
54.41067,18.78528,61,GDANSK,CY,ARETHOUSA,123147,2016-12-16T13:41:07Z,gdynia,Cargo,0,5,156.892,-3420.2456
54.40961,18.77925,60,GDANSK,CY,ARETHOUSA,123147,2016-12-16T13:43:02Z,gdansk,Cargo,0,115,3549.36,3392.468
54.39216,18.71162,1,NORFOLK,CY,ARETHOUSA,123147,2016-12-18T17:25:01Z,gdansk,Cargo,1,119,61.2136,61.2136
54.39217,18.71166,1,NORFOLK,CY,ARETHOUSA,123147,2016-12-19T15:05:01Z,gdansk,Cargo,1,119,61.2136,61.2136
54.3922,18.71165,0,WDANSK,CY,ARETHOUSA,123147,2016-12-17T00:21:02Z,gdansk,Cargo,1,121,0,
54.39215,18.71165,0,WDANSK,CY,ARETHOUSA,123147,2016-12-17T00:23:02Z,gdansk,Cargo,1,120,0,0
54.52867,18.76052,96,AKUREYRI,AG,ARION,4122562,2016-12-17T23:05:02Z,gdansk,Cargo,0,116,5728.3584,5530.8288
54.52853,18.80252,96,AKUREYRI,AG,ARION,4122562,2016-12-17T23:15:02Z,gdansk,Cargo,0,116,5728.3584,5530.8288
54.53515,18.60755,102,GDYNIA,AG,ARION,4122562,2016-12-16T21:17:07Z,gdynia,Cargo,0,5,262.344,-5771.568
54.53533,18.597,102,GDYNIA,AG,ARION,4122562,2016-12-16T21:19:07Z,gdynia,Cargo,0,120,6296.256,6033.912
57.69012,11.8423,0,GOTEBORG,GB,ARK FORWARDER,144628,2016-12-13T18:53:08Z,gothenborg,Cargo,1,3,0,0
57.61075,11.62227,192,GOTEBORG,GB,ARK FORWARDER,144628,2016-12-17T04:57:05Z,gothenborg,Cargo,0,295437,29178776.22,29178776.22
57.67979,11.81334,138,ZEEBRUGGE,GB,ARK FORWARDER,144628,2016-12-17T14:17:07Z,gothenborg,Cargo,0,2,141.9744,-8163.528
57.67139,11.7931,140,ZEEBRUGGE,GB,ARK FORWARDER,144628,2016-12-17T14:19:05Z,gothenborg,Cargo,0,118,8497.888,8355.9136
57.98863,11.70831,106,BE ZEE,SG,ASIAN BREEZE,729384,2016-12-13T14:13:06Z,gothenborg,Cargo,0,121,6597.6944,
57.98204,11.70988,113,BE ZEE,SG,ASIAN BREEZE,729384,2016-12-13T14:15:06Z,gothenborg,Cargo,0,120,6975.264,377.5696
57.97665,11.71094,89,DE BRV,KR,ASIAN VISION,674633,2016-12-17T20:59:05Z,gothenborg,Cargo,0,120,5493.792,925.92
57.97066,11.71257,107,DE BRV,KR,ASIAN VISION,674633,2016-12-17T21:01:05Z,gothenborg,Cargo,0,120,6604.896,1111.104
57.91475,11.63258,110,SE WAL,KR,ASIAN VISION,674633,2016-12-16T20:35:04Z,gothenborg,Cargo,0,119,6733.496,-237.6528
57.92016,11.64699,117,SE WAL,KR,ASIAN VISION,674633,2016-12-16T20:37:06Z,gothenborg,Cargo,0,122,7342.5456,609.0496
54.3771,18.66056,0,GDANSK,LR,ASKOE,362322,2016-12-15T15:09:02Z,gdansk,Cargo,1,120,0,0
54.37766,18.66133,18,GDANSK,LR,ASKOE,362322,2016-12-19T06:57:02Z,gdansk,Cargo,0,316080,2926647.936,2926647.936
57.6759,11.80508,107,LIDKOPING,NL,ASPEN,3350779,2016-12-16T07:11:08Z,gothenborg,Cargo,0,2,110.0816,-6549.8552
57.67892,11.81552,109,LIDKOPING,NL,ASPEN,3350779,2016-12-16T07:13:06Z,gothenborg,Cargo,0,118,6616.2128,6506.1312
57.69,11.84583,0,GOTHENBURG,CY,ASTRORUNNER,124278,2016-12-13T12:09:05Z,gothenborg,Cargo,1,116,0,0
57.6118,11.62322,164,GOTHENBURG,CY,ASTRORUNNER,124278,2016-12-20T04:39:13Z,gothenborg,Cargo,0,577808,48744807.37,48744807.37
57.68147,11.82152,119,HELSINGBORG,CY,ASTRORUNNER,124278,2016-12-13T17:21:08Z,gothenborg,Cargo,0,2,122.4272,-7100.7776
57.67865,11.80977,122,HELSINGBORG,CY,ASTRORUNNER,124278,2016-12-13T17:23:05Z,gothenborg,Cargo,0,117,7342.5456,7220.1184
57.6751,11.80133,77,GOTHENBURG,SE,ATLANTIC CARTIER,326821,2016-12-19T04:49:07Z,gothenborg,Cargo,0,2,79.2176,-4673.8384
57.67788,11.80768,76,GOTHENBURG,SE,ATLANTIC CARTIER,326821,2016-12-19T04:51:05Z,gothenborg,Cargo,0,118,4613.1392,4533.9216
57.68191,11.82878,90,HAMBURG,SE,ATLANTIC CARTIER,326821,2016-12-19T20:51:07Z,gothenborg,Cargo,0,2,92.592,-4999.968
57.68059,11.81833,98,HAMBURG,SE,ATLANTIC CARTIER,326821,2016-12-19T20:53:13Z,gothenborg,Cargo,0,126,6351.8112,6259.2192
59.92031,30.00699,125,ST.PETERSBURG,MT,ATLANTIC NAVIGATORII,758443,2016-12-17T14:29:04Z,st_petersburg,Cargo,0,0,0,
59.91606,30.02813,116,ST.PETERSBURG,MT,ATLANTIC NAVIGATORII,758443,2016-12-17T14:31:03Z,st_petersburg,Cargo,0,119,7100.7776,7100.7776
59.91115,30.23429,40,SAINT PETERSBURG,MT,ATLANTIC RUNNER,284882,2016-12-14T15:13:04Z,st_petersburg,Cargo,0,1,20.576,-2427.968
59.91339,30.2373,47,SAINT PETERSBURG,MT,ATLANTIC RUNNER,284882,2016-12-14T15:15:03Z,st_petersburg,Cargo,0,119,2877.0392,2856.4632
54.53254,18.55477,0,BALTIYSK,PA,ATROTOS HERACLES,415711,2016-12-17T03:37:07Z,gdynia,Cargo,1,121,0,0
54.53253,18.55479,0,BALTIYSK,PA,ATROTOS HERACLES,415711,2016-12-17T03:39:07Z,gdynia,Cargo,1,120,0,0
54.52942,18.76497,126,BALTIYSK ANCHORAGE,PA,ATROTOS HERACLES,415711,2016-12-17T06:59:06Z,gdynia,Cargo,0,4,259.2576,-7194.3984
54.52928,18.7781,128,BALTIYSK ANCHORAGE,PA,ATROTOS HERACLES,415711,2016-12-17T07:01:02Z,gdansk,Cargo,0,116,7637.8112,7378.5536
54.53242,18.55281,1,GDYNIA,PA,ATROTOS HERACLES,415711,2016-12-13T18:35:08Z,gdynia,Cargo,1,121,62.2424,0.5144
54.53242,18.55313,3,GDYNIA,PA,ATROTOS HERACLES,415711,2016-12-13T18:37:09Z,gdynia,Cargo,1,121,186.7272,124.4848
59.90518,30.08174,113,FIHKO,FI,AUTO BAY,5107,2016-12-14T17:29:04Z,st_petersburg,Cargo,0,1,58.1272,-6859.0096
59.90751,30.06994,117,FIHKO,FI,AUTO BAY,5107,2016-12-14T17:31:03Z,st_petersburg,Cargo,0,119,7161.9912,7103.864
59.91371,30.22989,0,RULED,BS,AUTUMN WAVE,369043,2016-12-13T13:45:06Z,st_petersburg,Cargo,1,2,0,0
59.91371,30.22989,2,RULED,BS,AUTUMN WAVE,369043,2016-12-13T13:47:03Z,st_petersburg,Cargo,1,117,120.3696,120.3696
59.90859,30.06578,114,UDDAVELLA,BS,AUTUMN WAVE,369043,2016-12-19T09:33:04Z,st_petersburg,Cargo,0,1,58.6416,-6861.0672
59.90975,30.05988,115,UDDAVELLA,BS,AUTUMN WAVE,369043,2016-12-19T09:35:04Z,st_petersburg,Cargo,0,120,7098.72,7040.0784
59.90665,30.22184,0,ST.PETERS,BS,AVELONA STAR,375318,2016-12-18T19:19:03Z,st_petersburg,Cargo,1,119,0,0
59.90665,30.22184,0,ST.PETERS,BS,AVELONA STAR,375318,2016-12-18T19:19:04Z,st_petersburg,Cargo,1,1,0,0
59.91263,30.04486,114,ST.PETERSBURG,BS,AVELONA STAR,375318,2016-12-17T02:49:04Z,st_petersburg,Cargo,0,0,0,-6978.3504
59.9099,30.05861,116,ST.PETERSBURG,BS,AVELONA STAR,375318,2016-12-17T02:51:03Z,st_petersburg,Cargo,0,119,7100.7776,7100.7776
55.69047,21.12978,83,KLAIPEDA,AG,BALDER,362369,2016-12-17T14:21:06Z,klaipeda,Cargo,0,120,5123.424,61.728
55.67915,21.13785,83,KLAIPEDA,AG,BALDER,362369,2016-12-17T14:27:05Z,klaipeda,Cargo,0,359,15327.5768,10204.1528
55.66048,21.14977,48,VENTSPILS,AG,BALDER,362369,2016-12-19T16:25:06Z,klaipeda,Cargo,0,120,2962.944,370.368
55.67568,21.14048,92,VENTSPILS,AG,BALDER,362369,2016-12-19T16:33:15Z,klaipeda,Cargo,0,489,23141.8272,20178.8832
59.9158,30.24839,25,SAINT PETERSBURG,LR,BALTIC HEATHER,755883,2016-12-20T10:45:04Z,st_petersburg,Cargo,0,1,12.86,-1517.48
59.91481,30.23453,23,SAINT PETERSBURG,LR,BALTIC HEATHER,755883,2016-12-20T10:57:03Z,st_petersburg,Cargo,0,719,8506.6328,8493.7728
59.91237,30.04677,111,ST PETERSBURG,LR,BALTIC PATRIOT,756186,2016-12-18T05:45:04Z,st_petersburg,Cargo,0,1,57.0984,-6737.6112
59.91102,30.05345,112,ST PETERSBURG,LR,BALTIC PATRIOT,756186,2016-12-18T05:47:03Z,st_petersburg,Cargo,0,119,6855.9232,6798.8248
59.9135,30.041,106,SAINT-PETERSBURG,LR,BALTIC PERFORMER,756187,2016-12-13T15:29:05Z,st_petersburg,Cargo,0,1,54.5264,-6434.1152
59.91117,30.05283,108,SAINT-PETERSBURG,LR,BALTIC PERFORMER,756187,2016-12-13T15:31:04Z,st_petersburg,Cargo,0,119,6611.0688,6556.5424
59.91264,30.04653,117,ST PETERSBURG,LR,BALTIC PIONEER,756184,2016-12-20T05:05:04Z,st_petersburg,Cargo,0,1,60.1848,-6980.9224
59.91115,30.05367,118,ST PETERSBURG,LR,BALTIC PIONEER,756184,2016-12-20T05:07:03Z,st_petersburg,Cargo,0,119,7223.2048,7163.02
59.90751,30.22953,56,BERTH 41,VC,BALTIC PRIME,468082,2016-12-18T15:51:04Z,st_petersburg,Cargo,0,1,28.8064,-3460.3688
59.90331,30.22391,57,BERTH 41,VC,BALTIC PRIME,468082,2016-12-18T15:53:04Z,st_petersburg,Cargo,0,120,3518.496,3489.6896
59.90801,30.2236,2,PUERTO BOLIVAR,VC,BALTIC PRIME,468082,2016-12-17T23:45:04Z,st_petersburg,Cargo,1,1,1.0288,-120.3696
59.90801,30.2236,2,PUERTO BOLIVAR,VC,BALTIC PRIME,468082,2016-12-17T23:47:05Z,st_petersburg,Cargo,1,121,124.4848,123.456
57.67626,11.80556,92,GOTHENBURG,FI,BALTICA,148995,2016-12-19T05:23:07Z,gothenborg,Cargo,0,2,94.6496,-5584.3264
57.67881,11.81449,79,GOTHENBURG,FI,BALTICA,148995,2016-12-19T05:25:05Z,gothenborg,Cargo,0,118,4795.2368,4700.5872
57.67877,11.80791,103,KEMI,FI,BALTICA,148995,2016-12-19T14:25:07Z,gothenborg,Cargo,0,2,105.9664,-6146.0512
57.67676,11.80363,105,KEMI,FI,BALTICA,148995,2016-12-19T14:27:05Z,gothenborg,Cargo,0,118,6373.416,6267.4496
54.37169,18.66384,64,ANCHORAGE,BS,BALTICA HAV,370709,2016-12-20T08:15:02Z,gdansk,Cargo,0,121,3983.5136,2085.892
